isbn	rgtn	ymd	title	ser	auth	cls1	cls2	cls3	pub	pubyr
9784-002709802	48960	20180416	裁量労働制はなぜ危険か : 「働き方改革」の闇	岩波ブックレット  No. 980	今野 晴貴／編 嶋崎 量／編	366.3	ｺﾝ		岩波書店	2018
9784-002709819	48961	20180416	３．１１を心に刻んで ２０１８	岩波ブックレット Ｎｏ．９８１	岩波書店編集部／編	369.3	ｲﾜ		岩波書店	2018
9784-005008681	48962	20180416	司法の現場で働きたい！ 弁護士・裁判官・検察官	岩波ジュニア新書 ８６８	打越 さく良／編 佐藤 倫子／編	322.8	ｳﾁ		岩波書店	2018
9784-005008698	48963	20180416	生物学の基礎はことわざにあり : カエルの子はカエル?トンビがタカを生む?	岩波ジュニア新書 ; 869	杉本正信 著	460	ｽｷﾞ		岩波書店	2018
9784-004317104	48964	20180416	ライシテから読む現代フランス 政治と宗教のいま	岩波新書　新赤版 １７１０	伊達 聖伸／著	316.2	ﾀﾞﾃ		岩波書店	2018
9784-004317111	48965	20180416	マーティン・ルーサー・キング 非暴力の闘士	岩波新書　新赤版 １７１１	黒崎 真／著	198.6	ｸﾛ		岩波書店	2018
9784-004317098	48966	20180416	インド哲学１０講	岩波新書　新赤版 １７０９	赤松 明彦／著	126	ｱｶ		岩波書店	2018
9784-065020500	48967	20180416	世界を救った日本の薬 画期的新薬はいかにして生まれたのか？	ブルーバックス Ｂ－２０５０	塚崎 朝子／著	499.3	ﾂｶ		講談社	2018
9784-065020517	48968	20180416	「おいしさ」の科学 素材の秘密・味わいを生み出す技術	ブルーバックス Ｂ－２０５１	佐藤 成美／著	498.5	ｻﾄ		講談社	2018
9784-065020524	48969	20180416	カラー図解Raspberry Piではじめる機械学習 : 基礎からディープラーニングまで	ブルーバックス ; B-2052	金丸隆志 著	007.1	ｶﾅ		講談社	2018
9784-065020531	48970	20180416	鳥！驚異の知能 道具をつくり、心を読み、確率を理解する	ブルーバックス Ｂ－２０５３	ジェニファー・アッカーマン／著 鍛原 多惠子／訳	488.1	ｱｯ		講談社	2018
9784-908979071	48971	20180418	自衛戦力と交戦権を肯定せよ	自由社ブックレット １２	小山 常実／著	323.1	ｺ		自由社	2017
9784-005008704	48972	20180501	覚えておきたい基本英会話フレーズ１３０	岩波ジュニア新書 ８７０	小池 直己／著	837.8	ｺｲ		岩波書店	2018
9784-005008711	48973	20180501	リベラルアーツの学び 理系的思考のすすめ	岩波ジュニア新書 ８７１	芳沢 光雄／著	410	ﾖｼ		岩波書店	2018
9784-004317128	48974	20180501	ルポ保育格差	岩波新書　新赤版 １７１２	小林 美希／著	369.4	ｺﾊﾞ		岩波書店	2018
9784-004317135	48975	20180501	データサイエンス入門	岩波新書　新赤版 １７１３	竹村 彰通／著	007.6	ﾀｹ		岩波書店	2018
9784-004317142	48976	20180501	声優 : 声の職人	岩波新書　新赤版 １７１４	森川 智之／著	771.7	ﾓﾘ		岩波書店	2018
9784-004317159	48977	20180501	後醍醐天皇	岩波新書　新赤版 １７１５	兵藤 裕己／著	288.4	ﾋｮ		岩波書店	2018
9784-004317166	48978	20180501	五日市憲法	岩波新書　新赤版 １７１６	新井 勝紘／著	213.6	ｱﾗ		岩波書店	2018
9784-002709826	48979	20180501	ファクトチェックとは何か	岩波ブックレット Ｎｏ．９８２	立岩陽一郎  楊井人文著	070.1	ﾀﾃ		岩波書店	2018
9784-065020425	48980	20180501	日本人のための声がよくなる「舌力」のつくり方 声のプロが教える正しい「舌の強化法」	ブルーバックス Ｂ－２０４２	篠原 さなえ／著	809.2	ｼﾉ		講談社	2018
9784-065020548	48981	20180501	もうひとつの脳 ニューロンを支配する陰の主役「グリア細胞」	ブルーバックス Ｂ－２０５４	Ｒ．ダグラス・フィールズ／著 小西 史朗／監訳 小松 佳代子／訳	491.3	ﾌｨ		講談社	2018
9784-065020555	48982	20180501	理系のための「実戦英語力」習得法 最速でネイティブの感覚が身につく	ブルーバックス Ｂ－２０５５	志村 史夫／著	407	ｼﾑ		講談社	2018
9784-065020562	48983	20180501	新しい1キログラムの測り方 : 科学が進めば単位が変わる	ブルーバックス Ｂ－２０５６	臼田 孝／著	609	ｳｽ		講談社	2018
9784-149235837	48984	20180501	半分、青い。 連続テレビ小説 Ｐａｒｔ１	ＮＨＫドラマ・ガイド	北川 悦吏子／作 ＮＨＫ出版／編	778.8	ｷ	1	ＮＨＫ出版	2018
9784-002709833	48985	20180521	どんなことが起こってもこれだけは本当だ、ということ。 : 幕末・戦後・現在	岩波ブックレット ; No.983	加藤典洋 著	304	ｶﾄ		岩波書店	2018
9784-065116852	48986	20180521	カラー図解分子レベルで見た体のはたらき いのちを支えるタンパク質を視る	ブルーバックス Ｂ－２０５７	平山 令明／著	464.2	ﾋﾗ		講談社	2018
9784-065116616	48987	20180521	パンの科学 : しあわせな香りと食感の秘密	ブルーバックス Ｂ－２０５８	吉野 精一／著	596.6	ﾖｼ		講談社	2018
9784-065117569	48988	20180521	離散数学「ものを分ける理論」 問題解決のアルゴリズムをつくる	ブルーバックス Ｂ－２０５９	徳田雄洋著	410.9	ﾄｸ		講談社	2018
9784-065116647	48989	20180528	音律と音階の科学 ドレミ…はどのように生まれたか	ブルーバックス Ｂ－２０６０	小方 厚／著	761.1	ｵｶﾞ		講談社	2018
9784-041043202	48990	20180518	ブラタモリ １ 長崎　金沢　鎌倉		ＮＨＫ「ブラタモリ」制作班／監修	291.0	ﾌﾞ	1	ＫＡＤＯＫＡＷＡ	2016
9784-041043226	48991	20180518	ブラタモリ ２ 富士山　東京駅　真田丸スペシャル（上田・沼田）		ＮＨＫ「ブラタモリ」制作班／監修	291.0	ﾌﾞ	2	ＫＡＤＯＫＡＷＡ	2016
9784-041043233	48992	20180518	ブラタモリ ３ 函館　川越　奈良　仙台		ＮＨＫ「ブラタモリ」制作班／監修	291.0	ﾌﾞ	3	ＫＡＤＯＫＡＷＡ	2016
9784-041043240	48993	20180518	ブラタモリ ４ 松江　出雲　軽井沢　博多・福岡		ＮＨＫ「ブラタモリ」制作班／監修	291.0	ﾌﾞ	4	ＫＡＤＯＫＡＷＡ	2016
9784-041058114	48994	20180518	ブラタモリ １１ 初詣スペシャル成田山　目黒　浦安　水戸　香川（さぬきうどん・こんぴらさん）		ＮＨＫ「ブラタモリ」制作班／監修	291.0	ﾌﾞ	11	ＫＡＤＯＫＡＷＡ	2017
9784-041058121	48995	20180518	ブラタモリ １２ 別府　神戸　奄美		ＮＨＫ「ブラタモリ」制作班／監修	291.0	ﾌﾞ	12	ＫＡＤＯＫＡＷＡ	2017
9784-492223710	48996	20180518	１８歳からの格差論 日本に本当に必要なもの		井手 英策／著 田淵 正敏／画	361.8	ｲ		東洋経済新報社	2016
9784-087208702	48997	20180518	たとえ世界が終わっても その先の日本を生きる君たちへ	集英社新書 ０８７０	橋本 治／著	304	ﾊｼ		集英社	2017
9784-480689771	48998	20180518	あなたのキャリアのつくり方 ＮＰＯを手がかりに	ちくまプリマー新書 ２７２	浦坂 純子／著	335.8	ｳ		筑摩書房	2017
9784-480068781	48999	20180518	震災学入門 死生観からの社会構想	ちくま新書 １１７１	金菱 清／著	369.3	ｶﾈ		筑摩書房	2016
9784-334038540	49000	20180518	目の見えない人は世界をどう見ているのか	光文社新書 ７５１	伊藤 亜紗／著	369.2	ｲ		光文社	2015
9784-005008728	49001	20180604	世界の海へ、シャチを追え！	岩波ジュニア新書 ８７２	水口 博也／著	489.6	ﾐｽﾞ		岩波書店	2018
9784-005008735	49002	20180604	台湾の若者を知りたい	岩波ジュニア新書 ８７３	水野 俊平／著	302.2	ﾐｽﾞ		岩波書店	2018
9784-004317173	49003	20180604	ＥＶと自動運転 クルマをどう変えるか	岩波新書　新赤版 １７１７	鶴原 吉郎／著	537.2	ﾂﾙ		岩波書店	2018
9784-004317180	49004	20180604	武士の日本史	岩波新書　新赤版 １７１８	高橋 昌明／著	210	ﾀｶ		岩波書店	2018
9784-004317197	49005	20180604	フィレンツェ 比類なき文化都市の歴史	岩波新書　新赤版 １７１９	池上 俊一／著	237	ｲｹ		岩波書店	2018
9784-004317203	49006	20180604	ジョン・ロック 神と人間との間	岩波新書　新赤版 １７２０	加藤 節／著	133.2	ｶﾄ		岩波書店	2018
9784-004317210	49007	20180604	ベラスケス : 宮廷のなかの革命者	岩波新書　新赤版 １７２１	大高 保二郎／著	723.3	ｵｵ		岩波書店	2018
9784-167910648	49008	20180529	半分、青い。 上	文春文庫 き４２－２	北川 悦吏子／著 前川 奈緒／ノベライズ	913.6	ｷﾀ	1	文芸春秋	2018
9784-863890893	49009	20180529	ハリー・ポッターと死の秘宝. 上巻		J.K.ローリング 作、松岡佑子 訳	933.7	ﾛｰ		静山社	2010
9784-863890886	49010	20180529	ハリー・ポッターと死の秘宝. 上巻		J.K.ローリング 作、松岡佑子 訳	933.7	ﾛｰ		静山社	2010
	49011	20180531	砂田・総作遺跡　笠原町神戸・栄区土地区画整理事業発掘調査報告書　第１分冊	多治見市埋蔵文化財発掘調査報告書　第９６号　	多治見市教育委員会	215.3	ﾀ			2018
	49012	20180531	権現遺跡　笠原町神戸・栄区土地区画整理事業発掘調査報告書　第２分冊	多治見市埋蔵文化財発掘調査報告書　第９６号	多治見市教育委員会	215.3	ﾀ			2018
9784-005008742	49013	20180702	男女平等はどこまで進んだか : 女性差別撤廃条約から考える	岩波ジュニア新書 ; 874	山下泰子 矢澤澄子 監修、国際女性の地位協会 編	367.1	ﾔﾏ		岩波書店	2018
9784-005008759	49014	20180702	知の古典は誘惑する	岩波ジュニア新書 ８７５ 〈知の航海〉シリーズ	小島 毅／編著	104	ｺｼﾞ		岩波書店	2018
9784-005008766	49015	20180702	数学を嫌いにならないで 基本のおさらい篇	岩波ジュニア新書 ８７６	ダニカ・マッケラー／著 菅野 仁子／訳	410	ﾏｯ		岩波書店	2018
9784-005008773	49016	20180702	数学を嫌いにならないで 文章題にいどむ篇	岩波ジュニア新書 ８７７	ダニカ・マッケラー／著 菅野 仁子／訳	410	ﾏｯ		岩波書店	2018
9784-004317227	49017	20180702	現代社会はどこに向かうか 高原の見晴らしを切り開くこと	岩波新書　新赤版 １７２２	見田 宗介／著	304	ﾐ		岩波書店	2018
9784-004317234	49018	20180702	金融政策に未来はあるか	岩波新書 新赤版 ; 1723	岩村充 著	338.3	ｲﾜ		岩波書店	2018
9784-004317241	49019	20180702	住まいで「老活」	岩波新書 新赤版 ; 1724	安楽玲子 著	365.3	ｱﾝ		岩波書店	2018
9784-004317258	49020	20180702	賢い患者	岩波新書　新赤版 １７２５	山口 育子／著	490.1	ﾔﾏ		岩波書店	2018
9784-004317265	49021	20180702	東大寺のなりたち	岩波新書　新赤版 １７２６	森本 公誠／著	188.3	ﾓﾘ		岩波書店	2018
9784-065120507	49022	20180702	科学者はなぜ神を信じるのか コペルニクスからホーキングまで	ブルーバックス Ｂ－２０６１	三田 一郎／著	420	ﾐﾀ		講談社	2018
9784-065120934	49023	20180625	「がん」はなぜできるのか そのメカニズムからゲノム医療まで	ブルーバックス Ｂ－２０６２	国立がん研究センター研究所／編	491.6	ｺｸ		講談社	2018
9784-065120514	49024	20180625	ラー版ビールの科学 : 麦芽とホップが生み出す「旨さ」の秘密	ブルーバックス Ｂ－２０６３	渡 淳二／編著	588.5	ﾜﾀ		講談社	2018
9784-344984950	49025	20180625	世界一簡単なフランス語の本 : すぐに読める、読めれば話せる、話せば解る!	幻冬舎新書 ち－１－３	中条 省平／著	850	ﾁｭ		幻冬舎	2018
9784-061492622	49026	20180625	「世間」とは何か	講談社現代新書 １２６２	阿部 謹也／著	210	ｱﾍﾞ		講談社	1995
9784-535788558	49027	20180625	数学オリンピック ２０１３～２０１７		数学オリンピック財団／監修	410	ｽ		日本評論社	2017
9784-037380205	49028	20180625	シャーロック＝ホームズ全集 ２ 四つの署名		コナン＝ドイル／著 中上 守／訳	933.6	ﾄﾞ	2	偕成社	2017
9784-037380403	49029	20180625	シャーロック=ホームズ全集. 4		コナン=ドイル 著	933.6	ﾄﾞｲ		偕成社	1985
9784-037380502	49030	20180625	シャーロック＝ホームズ全集 ５ シャーロック＝ホームズの冒険 上		コナン＝ドイル／著 中尾 明／訳 常盤 新平／訳	933.6	ﾄﾞｲ		偕成社	2017
9784-037380601	49031	20180625	シャーロック＝ホームズ全集 ６ シャーロック＝ホームズの冒険 下		コナン＝ドイル／著 平賀 悦子／訳 各務 三郎／訳	933.6	ﾄﾞｲ		偕成社	2017
9784-037380908	49032	20180625	シャーロック＝ホームズ全集 ９ シャーロック＝ホームズの帰還 上		コナン＝ドイル／著 青木 日出夫／ほか訳	933.6	ﾄﾞｲ		偕成社	2017
9784-037381004	49033	20180625	シャーロック＝ホームズ全集 １０ シャーロック＝ホームズの帰還 下		コナン＝ドイル／著 中上 守／ほか訳	933.6	ﾄﾞｲ		偕成社	2017
9784-065124635	49034	20180726	心理学者が教える読ませる技術聞かせる技術 心を動かす、わかりやすい表現のコツ	ブルーバックス Ｂ－２０６４	海保 博之／著	816	ｶｲ		講談社	2018
9784-065124970	49035	20180726	学問の発見 数学者が語る「考えること・学ぶこと」	ブルーバックス Ｂ－２０６５	広中 平祐／著	289.1	ﾋﾛ		講談社	2018
9784-065124994	49036	20180726	宇宙の「果て」になにがあるのか 最新天文学が描く、時間と空間の終わり	ブルーバックス Ｂ－２０６６	戸谷 友則／著	440.4	ﾄﾀ		講談社	2018
9784-062838962	49037	20180726	ミュージアム 公式ノベライズ	講談社文庫 ま６３－２	巴 亮介／漫画原作 牧野 修／著	913.6	ﾏｷ		講談社	2016
9784-022276407	49039	20160602	朝日キーワード ２０１７		朝日新聞出版／編	813.7	ｱ	17	朝日新聞出版	2016
9784-022216168	49040	20160602	朝日新聞報道写真集 ２０１６ ２０１５年１月～１２月		朝日新聞社／編	748	ｱ	16	朝日新聞出版	2016
9784-022648037	49041	20160602	ことり	朝日文庫 お５２－２	小川 洋子／著	913.6	ｵｶﾞ		朝日新聞出版	2016
9784-022513694	49042	20160602	天声人語 ２０１５年７月－１２月		朝日新聞論説委員室／著	304	ｱｻ	2015	朝日新聞出版	2016
9784-864104449	49043	20160602	おやすみ、ロジャー 魔法のぐっすり絵本		カール＝ヨハン・エリーン／著 三橋 美穂／監訳	599.4	ｴ		飛鳥新社	2015
9784-048914277	49044	20160602	ビブリア古書堂の事件手帖 ４ 栞子さんと二つの顔	メディアワークス文庫 み４－４	三上 延／著	913.6	ﾐｶ	4	角川グループパブリッシング（発売）	2013
