isbn	rgtn	ymd	title	ser	auth	cls1	cls2	cls3	pub	pubyr
9784-946525650	38869	20050222	絵で見て納得！／時代劇のウソ・ホント	遊子館歴史選書　１	笹間　良彦．著・画	210.5	ｻﾖ		遊子館	2004
9784-480816412	38870	20050222	脳と魂		養老孟司 玄侑宗久 [述]	914.6	ﾖｳ		筑摩書房	2005
9784-478870990	38871	20050224	１秒の世界　／ＯＮＥ　ＳＥＣＯＮＤＯ		山本　良一．編	304	ﾔﾘ		ダイヤモンド社	2003
9784-897811024	38873	20050224	感染症・幼児から高校生まで　／新・健康教育シリーズ【ビジュアル版】最新改訂・特装版	新健康教育シリーズ	平山　宗宏／岡部　信彦．共著	493.8	ｼ		少年写真新聞社	2004
9784-897810935	38874	20050224	性感染症　／新・健康教育シリーズ【ビジュアル版】	新健康教育シリーズ	性の健康医学財団．監修／松田　静治／島本　郁子．共著	494.9	ｼ		少年写真新聞社	2003
9784-054024045	38875	20050224	むすぶ　／ちょっとの工夫で心豊かに／日々の暮らしにひとふりのエッセンス／基本から応用まで		学習研究社／太丸　伸章	383	ｶﾞ		学習研究社	2004
9784-272405213	38876	20050224	暴力の世界地図　／くらべてわかる世界地図　１	くらべてわかる世界地図　１	藤田　千枝．編	319	ﾌﾁ		大月書店	2004
9784-560049686	38877	20050224	アフガニスタンに住む彼女からあなたへ　／望まれる国際協力の形		山本　敏晴	498.02	ﾔﾄ		白水社	2004
9784-789605861	38878	20050224	知ってほしいもうひとつのアジア・太平洋地域の現実		山口　通孝	302.2	ﾔﾐ		女子パウロ会	2004
9784-062125376	38879	20050224	こころの耳 : 伝えたい。だからあきらめない。		早瀬久美 著	916	ﾊﾔ		講談社	2004
9784-103077084	38880	20050224	木		幸田文 著	914.6	ｺｳ		新潮社	2004
9784-635500265	38881	20050224	野外毒本　／被害実例から知る日本の危険生物		羽根田　治	481.9	ﾊｵ		山と渓谷社	2004
9784-845108954	38882	20050224	よみがえれいのちの川よ　／環境の未来\x87D		天野　礼子	517.21	ｱﾚ		旬報社	2004
9784-876998258	38883	20050224	レイチェル・カーソンの世界へ	かもがわＣブックス　２	上遠　恵子	289.3	ｶｹ		かもがわ出版	2004
9784-093897211	38884	20050224	小澤征爾　サシトウ・キネン・オーケストラ欧州を行く		一志　治夫／ＮＤ　ＣＨＯＷ．写真	764.3	ｲﾊ		小学館	2004
9784-591082096	38886	20050224	私の道徳学習ノート／誇りと偏見		佐藤　忠男	150.4	ｻﾀ		ポプラ社	2004
9784-062122122	38887	20050224	最後の言葉 : 戦場に遺された二十四万字の届かなかった手紙		重松清 渡辺考 著	916	ｼｹﾞ		講談社	2004
9784-120035548	38888	20050224	ぼくもいくさに征くのだけれど　／竹内浩三の詩と死		稲泉　連	911.52	ｲﾚ		中央公論社	2004
9784-096261323	38889	20050224	平安朝　女の生き方　／輝いた女性たち		服藤　早苗	367.2	ﾌｸ		小学館	2004
9784-652077450	38891	20050224	ミルクウィード : 天使の羽根のように		ジェリー・スピネッリ 作、千葉茂樹 訳	933.7	ｽﾋﾟ		理論社	2004
9784-560073766	38892	20050225	中世のパン	白水ｕブックス	フランソワーズ・デポルト／見崎　恵子．訳	383.8	ﾃﾞﾎﾟ		白水社	2004
9784-406031028	38893	20050224	日本にも戦争があった　／七三一部隊元少年隊員の告白		篠塚　良雄／高柳　美知子	210	ｼﾖ		新日本出版社	2004
9784-251098337	38894	20050224	臆病者と呼ばれても　／良心的兵役拒否社たちの戦い		マーカス・セジウィック／金原　瑞人．天川　佳世子．訳	393	ｾ		あかね書房	2004
9784-480061867	38895	20050224	図書館に訊け！	ちくま新書４８６	井上　真琴	015	ｲﾉ		筑摩書房	2004
9784-121017550	38896	20050224	部首のはなし　／漢字を解剖する	中公新書１７５５	阿辻　哲次	821.2	ｱﾂ		中央公論社	2004
9784-062574679	38897	20050225	理系のためのインターネット検索術　／ホンモノ情報を素早くみつける	ＢＬＵＥ　ＢＡＣＫＳ　Ｂ－１４６７	時実　象一	007.5	ﾄｷ		講談社	2005
9784-062574686	38898	20050225	数学にときめく　ふしぎな無限　／インターネットから飛び出した数学課外授業	ＢＬＵＥ　ＢＡＣＫＳ　Ｂ－１４６８	ｅ－教室／新井　紀子．監修	410	ｽｳ		講談社	2005
9784-062574693	38899	20050225	量子コンピュータ : 超並列計算のからくり	ブルーバックス	竹内繁樹 著	007.1	ﾀｹ		講談社	2005
9784-004309338	38900	20050225	景気とは何だろうか	岩波新書	山家悠紀夫 著	337.9	ﾔﾝ		岩波書店	2005
9784-004309345	38901	20050225	奇人と異才の中国史	岩波新書９３４	井波　律子	222	ｲﾅ		岩波書店	2005
9784-004309352	38902	20050225	悪について	岩波新書９３５	中島　義道	134.2	ﾅｶ		岩波書店	2005
9784-004309369	38903	20050225	桜が創った「日本」　／ソメイヨシノ起原への旅	岩波新書９３６	佐藤　俊樹	479.7	ｻﾄ		岩波書店	2005
9784-005004973	38904	20050225	ぼくは写真家になる！	岩波ジュニア新書４９７	太田　順一	740.2	ｵｵ		岩波書店	2005
9784-005004980	38905	20050225	ニュースの言葉　／日本と世界のいまがわかる	岩波ジュニア新書４９８	毎日中学生新聞編集部．編著	814.7	ﾏｲ		岩波書店	2005
9784-072455302	38906	20050228	いま・すぐ・食べたい！韓国ごはん　／ビビクバからスープ、デザートまで	調理	重信　初江	596.22	ｼﾊ		主婦の友社	2005
9784-566008007	38907	20050228	オットー　／戦火をくぐったテディベア	絵本	トミー・ウンゲラー．作／鏡　哲生．訳	726.5	ｳ		評論社	2004
9784-334933333	38908	20050302	なぜ安アパートに住んでポルシェに乗るのか　／ミステリアス・マーケット考現学	光文社ペーパーバックス	辰巳　渚	675.2	ﾀﾅ		光文社	2004
9784-939051326	38909	20050302	ビッグイシューと陽気なホームレスの復活戦		櫛田　佳代	368.2	ｸｶ		ＢＫＣ	2005
9784-163663005	38910	20050302	骨盤にきく　／気持ちよく眠り集中力を高める整体入門		片山　洋次郎	492.7	ｶﾖ		文藝春秋	2005
9784-774122267	38911	20050302	お天気なんでも小事典／雨・雲・虹から地球規模の気象現象まで、まるごとわかる！		三浦　郁夫／川\xFAｱ　宣昭	451	ﾐｲ		技術評論社	2005
9784-062126335	38912	20050302	そりにのったトコちゃん　／コロボックル絵童話４	絵本	佐藤　さとる．作／村上　勉．絵	913.6	ｻｻ	4	講談社	2005
9784-062125840	38913	20050302	トコちゃんばったにのる　／コロボックル絵童話３	絵本	佐藤　さとる．作／村上　勉．絵	913.6	ｻｻ	3	講談社	2005
9784-870511217	38914	20050303	高齢者のレクリエーション＆健康ゲーム　／元気とリハビリのために！無理なく楽しめる	レクリエーション	原田　律子．編	369.26	ﾊﾘ		いかだ社	2004
9784-061497429	38915	20050303	教育と国家	講談社現代新書	高橋哲哉 著	372.1	ﾀｶ		講談社	2004
9784-874983256	38916	20050303	新々文化祭企画読本		高文研．編	375.18	ｺ		高文研	2004
9784-062127103	38917	20050303	車椅子のびすこ		渡辺　やよい	914.6	ﾜﾔ		講談社	2004
9784-887062368	38918	20050303	父親になったジョナサン		ロバート・サンチェス．文／クリス・シュナイダー．写真／上田　勢子．訳	493.11	ﾛ		大月書店	2005
9784-887243651	38919	20050303	１００歳の美しい脳　／アルツハイマー病解明に手をさしのべた修道女たち		デヴィッド・スノウドン／藤井　留美．訳	491.358	ｽ		ＤＨＣ	2004
9784-522421086	38920	20050303	村上祥子のふんわりパン　／こねない！３５分からできる！／電子レンジで３０秒発酵		村上　祥子	596.6	ﾑｼ		永岡書店	2004
9784-537202052	38921	20050303	オーブンもはかりもいらない電子レンジのおやつ		村上　祥子	596.6	ﾑｻ		日本文芸社	2004
9784-811379104	38922	20050303	学校に行けないはたらく子どもたち　\x87A／アジア・オセアニア	学校に行けない	田沼　武能．写真・文	366	ﾀﾀ	2	汐文社	2004
9784-811379111	38923	20050303	学校に行けないはたらく子どもたち　\x87B／中南米	学校に行けない	田沼　武能．写真・文	366	ﾀﾀ	3	汐文社	2004
9784-811379128	38924	20050303	学校に行けないはたらく子どもたち　\x87C／中東・北アフリカ	学校に行けない	田沼　武能．写真・文	366	ﾀﾀ	4	汐文社	2004
9784-401154951	38925	20050303	コピー＆タブ譜／クイーン・ソングブック	楽譜	シンコー・ミュージック	763	ｼ		シンコー・ミュージック	2002
9784-401013524	38926	20050303	Ｔｈｅ　Ｂｅａｔｌｅｓ／１９６２－１９６６／ピアノ・ソロ	楽譜	シンコー・ミュージック	763.2	ｼ		シンコー・ミュージック	1998
9784-870316478	38927	20050303	重曹生活のススメ　／ベイキングソーダ		クリーン・フラネット・プロジェクト／岩尾　明子	597.9	ｲｱ		飛鳥新社	2005
9784-887062368	38928	20050303	藤森照信の特選美術館三昧	写真集	藤森　照信	526.706	ﾌﾃ		ＴＯＴＯ出版	2004
9784-776202158	38929	20050303	経済の地図帳　／ＮＨＫスペシャル／データマップ「６３億人の地図」		ＮＨＫスペシャル「データマップ６３億人の地図」プロジェクト．編	290	ｴ		アスコム	2005
9784-415101170	38930	20050303	世界地図　／今がわかる時代がわかる／２００５年版	地図	正井　泰夫．監修	290	ﾏﾔ		成美堂出版	2005
9784-757302761	38931	20050303	オキナワの家　／くうねるところにすむところ　０３／子と゜もたちに伝えたい家の本	子どもたちに伝えたい家の本　０３	伊礼　智	527	ｲ	3	インデックス・コミュニケーションズ	2004
9784-654057450	38932	20050308	集会なお楽しみ会のレクリエーションゲーム　ＢＥＳＴ４７　／高齢者ケアのためのゲーム＆遊びシリーズ\x87D	高齢者ケアのためのゲーム＆遊びシリーズ\x87D	グループこんぺいと編	369.26	ｸﾞ	5	黎明書房	2004
9784-478871034	38933	20050308	世界を変えるお金の使い方		山本　良一／Ｔｈｉｎｋ　ｔｈｅ　Ｅａｔｒｈ　Ｐｒｏｊｅｃｔ．編	330.4	ﾔﾘ		ダイヤモンド社	2005
9784-337208063	38934	20050308	スポットライトをぼくらに	ベスト・セレクション ; 6	あさのあつこ 作、狩野富貴子 絵	913.6	ｱｻ		国土社	1998
9784-582824445	38935	20050308	同じ釜の飯　／ナショナル炊飯器は人口六八〇万の香港でなぜ八〇〇万台売れたか		中野　嘉子／王　向華	545.88	ﾅﾖ		平凡社	2005
9784-591074220	38936	20050308	ガールズ・ブルー　／ｇｉｒｌ’ｓ　ｂｌｕｅ		あさの　あつこ	913.6	ｱｻ		ポプラ社	2005
9784-808707538	38937	20050308	すぐわかる作家別　やきものの見かた		中ノ堂　一信	751.1	ﾅｶ		東京美術	2004
9784-811807140	38938	20050308	ニュースがまちがった日 : 高校生が追った松本サリン事件報道、そして十年		林直哉  松本美須々ケ丘高校・放送部著	070.1	ﾊﾔ		太郎次郎社エディタス	2004
9784-529039581	38939	20050308	やさしい和裁　／単衣作り方から着方、帯結びまで【増補改訂】		清水　とき／日本ヴォーグ社	593.1	ｼﾄ		日本ヴォーグ社	2004
9784-062127936	38940	20050308	グランド・フィナーレ		阿部和重 著	913.6	ｱﾍ		講談社	2005
9784-104737017	38941	20050308	国防		石破　茂	392.1	ｲｼ		新潮社	2005
9784-592761020	38942	20050308	しばわんこの和のこころ　３／日々の愉しみ	絵本	川浦　良枝	386.1	ｶﾖ	3	白泉社	2005
9784-592760979	38943	20050308	しばわんこの和のこころ　２／四季の喜び	絵本	川浦　良枝	386.1	ｶﾖ	2	白泉社	2005
9784-915632907	38944	20050308	わたしの庭のバラの花		アーノルド・ローベル．文／アニタ・ローベル．絵／松井　るり子	762.5	ﾛ		セーラー出版	2004
9784-056031867	38945	20050311	ぜーんぶホットケーキミックスのおやつ　ｖｏｌ．２	おはよう奥さん別冊	おはよう奥さん．編	596.6	ｵ	2	学習研究社	2004
9784-140810101	38946	20050311	戦争請負会社		Ｐ・Ｗ・シンガー．著／山崎　淳．訳	390	ｼ		日本放送出版協会	2004
9784-265041459	38947	20050311	ザ・マンザイ　／Ｔｈｅ　ＭＡＮＺＡＩ	文学の泉　５	あさの　あつこ．作／鈴木　びんこ．絵	913.6	ｱｻ		岩崎書店	2004
9784-104541034	38948	20050311	私が語りはじめた彼は		三浦しをん 著	913.6	ﾐｳ		新潮社	2004
9784-478870976	38949	20050311	沈黙の惑星　／火星の死と　地球の明日		ジョン・ブランデンバーグ／モニカ・Ｒ・バクソン．共著／藤倉　良．訳	445.3	ﾌﾞ		ダイヤモンド社	2002
9784-820522751	38950	20050314	人間っておもしろい　／シリーズ「人間の記録」ガイド		日本図書センター	281	ﾆ		日本図書センター	2004
9784-757302693	38951	20050317	やりなおしの中学英語		大町　強	375.893	ｵﾂ		インデックス・コミュニケーションズ	2005
9784-876391363	38952	20050317	ウイルスの手帳	のぎへんのほん	田爪　正氣／築地　真実	491.77	ﾀｾ		研成社	2004
9784-408592374	38954	20050317	もっと好きになる日本の童謡		池田　小百合	911.58	ｲｻ		実業之日本社	2004
9784-870316577	38955	20050317	庭師ただそこにいるだけの人		ジャージ・コジンスキー 著、高橋啓 訳	933.7	ｺｼﾞ		飛鳥新社	2005
9784-054019966	38956	20050317	日本人は桜のことを何も知らない。	Ｅ　Ｂｏｏｋｓ	美しい日本の常識を再発見する会．編	479.75	ｳ		学習研究社	2003
9784-844064022	38957	20050317	欧州スローな旅／朝市とカフェが面白い		渡辺　敬一郎	293.093	ﾜｹ		ライオン社	2005
9784-575297362	38958	20050317	言葉の常備薬		呉　智英	812	ｸﾄ		双葉社	2004
9784-806712930	38959	20050317	ごみを燃やす社会　／ごみ焼却はなぜ危険か		山本　節子	518.52	ﾔｾ		築地書館	2004
9784-754100353	38960	20050317	おこしやす　／京都の老舗旅館「柊家」で仲居六十年		田口　八重	689.8	ﾀﾔ		栄光出版社	2004
9784-789724418	38961	20050317	星座でわかる運命事典		鏡　リュウジ	148.8	ｶﾘ		ソニーマガジン	2004
9784-277613767	38962	20050317	ハッピー・クッキー		スイーツマニアック／岡田　英子／岡田　理可	596.6	ｽ		雄鶏社	2004
9784-844319955	38963	20050317	できるパソコン入門　／はじめてでもわかる本		山田祥平＆できるシリーズ編集部．編	007.6	ﾔｼ		インプレス	2004
9784-844320654	38964	20050317	できるホームページ作成入門／はじめてでもわかる本		山田祥平＆できるシリーズ編集部．編	007.6	ﾔｼ		インプレス	2005
9784-575297447	38965	20050317	夕凪の街　桜の国		こうの　史代	319.8	ｺﾌ		双葉社	2005
9784-906456581	38966	20050318	アメリカの悪夢　９・１１テロと単独行動主義		ジョン・フェッファー．編／南雲　和夫．監訳	319.53	ﾌｴ		耕文社	2004
9784-022598684	38967	20050318	兵士であること　／動員と従軍の精神史		鹿野　政直	390	ｶﾏ		朝日新聞社	2005
9784-093861328	38968	20050318	黄金旅風		飯嶋和一 著	913.6	ｲｲ		小学館	2004
9784-166604258	38971	20050318	スクリーンの中の戦争	文春新書　４２５	坂本　多加雄	778.2	ｻｶ		文藝春秋	2005
9784-776791201	38972	20050318	Ｍ７．３　子どもたちの見たもの		横木　安良夫．写真／宇出版．編	369.3	ﾖｱ		宇出版	2005
9784-004309413	38974	20050323	ことばの由来	岩波新書　９４１	堀井　令以知	812	ﾎﾘ		岩波書店	2005
9784-005004997	38975	20050323	草花のふしぎ世界探検　【カラー版】	岩波ジュニア新書　４９９	ピッキオ．編	470.7	ﾋﾟｯ		岩波書店	2005
9784-004309390	38976	20050323	明治デモクラシー	岩波新書　９３９	坂野　潤治	311.7	ﾊﾞﾝ		岩波書店	2005
9784-004309420	38977	20050323	認知症とは何か	岩波新書　９４２	小澤　勲	493.7	ｵｻﾞ		岩波書店	2005
9784-005005000	38978	20050323	ダンスでコミュニケーション！	岩波ジュニア新書　５００	香瑠鼓	769	ｶｵ		岩波書店	2005
9784-005005017	38979	20050323	環境とつきあう５０話　【新版】	岩波ジュニア新書　５０１	森住　明弘	519	ﾓﾘ		岩波書店	2005
9784-004309376	38980	20050323	国連とアメリカ	岩波新書	最上敏樹 著	319.9	ﾓｶﾞ		岩波書店	2005
9784-004309383	38981	20050323	多民族国家中国	岩波新書	王柯 著	316.8	ｵｳ		岩波書店	2005
9784-004309406	38982	20050323	宝塚というユートピア	岩波新書　９４０	川崎　賢子	775.4	ｶﾜ		岩波書店	2005
9784-054024632	38983	20050325	年中行事・記念日事典　／最新・今日は何の日？		学研辞典編集部．編	386.1	ｶﾞ		学習研究社	2005
9784-797438963	38984	20050325	古		宇都岐遥 著	913.6	ｳﾂ		新風舎	2005
9784-760126668	38985	20050325	あの日を忘れない　／描かれた東京大空襲	画集	すみだ郷土文化資料館．監修／宮澤　凡子．発行	210.75	ｽ		柏書房	2005
9784-104740017	38986	20050325	無国籍／ＳＴＡＴＥＬＥＳＳ		陳　天璽	329.9	ﾁﾃ		新潮社	2005
9784-054020054	38987	20050325	幻の光景　／究極の一期一会・レンズが捉えた	写真集	朔土社／土金　哲夫．企画／村上　杪．編	748	ﾎﾔ		学習研究社	2003
9784-272410590	38988	20050325	ぼくはジョナサン・・・・・エイズなの　／Ｍｙ　ｎａｍｅ　ｉｓ　Ｊｏｎａｔｈａｎ　（ａｎｄ　Ｉ　ｈａｖｅ　ＡＤＩＳ）		ジョナサン・スウェイン／シャロン・シーリング．共著／山本　直英．訳	493.11	ｽ		大月書店	2004
9784-272410767	38989	20050325	ジョナサンのニッポン日記		ジョナサン・スウェイン．著／山本　直英．訳／ジョナサン君とともにエイズを学ぶ会．編	493.11	ｽ		大月書店	2002
9784-890960590	38990	20050330	漢検　漢字辞典　【第１版】	辞典	日本漢字教育振興会．編	375.87	ﾆ		日本漢字能力検定協会	2001
	38991	20050411	Ｙｏｎｄａ？ｚ．ｚ．ｚｏｏ	絵本	新潮社	726.5	ﾋ		新潮社	2004
9784-048837781	38993	20050411	眞説光クラブ事件 : 東大生はなぜヤミ金融屋になったのか		保阪正康 [著]	916	ﾎｻ		角川書店	2004
9784-022579904	38994	20050411	弘海 : 息子が海に還る朝		市川拓司 著	913.6	ｲﾁ		朝日新聞社	2005
9784-062583206	38995	20050411	その後の慶喜　／大正まで生きた将軍	講談社選書メチエ　３２０	家近　良樹	289.1	ｲﾖ		講談社	2005
9784-902088588	38996	20050411	きみに読む物語		ニコラス・スパークス 著、雨沢泰 訳	933.7	ｽﾊﾟ		アーティストハウスパブリッシャーズ	2004
9784-418055036	38997	20050411	ウィリアム・モリスの楽園	ほたるの本	南川　三治郎	289.3	ﾐｻ		世界文化社	2005
9784-846003869	38998	20050411	Ｊａｐと呼ばれて　（ジャップとよばれて）		宍戸　清孝	334.453	ｼｷ		論創社	2005
9784-915513787	38999	20050411	ためして！　寒天／がんばらないダイエットレシピ	食彩生活	赤堀　博美	596.3	ｱﾋ		素朴社	2003
9784-902314953	39000	20050411	The manzai 2	カラフル文庫	あさのあつこ作 ; 鈴木びんこ画	913.6	ｱｻ		ジャイブ	2004
9784-820399308	39001	20050411	世界一受けたい授業　ｖｏｌ．２　／さいきょうの講師陣が教壇に立つ！		日本テレビ	049	ﾆﾎ	2	日本テレビ	2005
9784-569639765	39002	20050411	生き方のコーチング　／あなたの中の［黄金の地図］が見つかる		ローラ・バーマン・フォートガング．著／米山裕子．訳	159	ﾌ		ＰＨＰ研究所	2005
9784-837302353	39003	20050411	背景カタログ　５　病院編／漫画家・アニメーター必携の写真資料集		マール社編集部．編	727	ﾏ		マール社	2004
9784-259560959	39004	20050411	ミニ野菜　キッチンガーデニング		たなか　やすこ	626.9	ﾀﾔ		家の光協会	2005
9784-061542792	39005	20050411	カソウケンへようこそ　／家庭科学総合研究所／おうちの中の非実用？サイエンス		内田　麻理香	592	ｳﾏ		講談社	2005
9784-062122146	39006	20050411	豆腐小僧双六道中ふりだし : 本朝妖怪盛衰録		京極夏彦 著	913.6	ｷﾖ		講談社	2003
9784-860950415	39008	20050411	おしゃれなスクラップブッキング		本橋　涼	744.9	ﾓﾘ		長崎出版	2005
9784-334032890	39009	20050411	「間取り」で楽しむ住宅読本	光文社新書　１８９	内田　青蔵	527	ｳﾁ		光文社	2005
9784-121501646	39010	20050411	世界反米ジョーク集	中公新書ラクレ　１６４	早坂　隆	302.5	ﾊﾔ		中央公論社	2005
9784-820597407	39011	20050411	三輪田眞佐子　／教へ草．他／人間の記録１６７	人間の記録１６７	三輪田　眞佐子	281	ﾆﾄ	167	日本図書センター	2005
9784-820597353	39012	20050411	畦地梅太郎　／画文集「とぼとぼ六十年」	人間の記録１６２	畦地　梅太郎	281	ﾆﾄ	162	日本図書センター	2004
9784-820597414	39013	20050411	近藤乾三　／能わが生涯／人間の記録１６８	人間の記録１６８	近藤　乾三	281	ﾆﾄ	168	日本図書センター	2005
9784-820597421	39014	20050411	西園寺公一　／回顧録「過ぎ去りし、昭和」／人間の記録１６９	人間の記録１６９	西園寺　公一	281	ﾆﾄ	169	日本図書センター	2005
9784-820597438	39015	20050411	柳田国男　／炭焼日記／人間の記録	人間の記録１７０	柳田　国男	281	ﾆﾄ	170	日本図書センター	2005
9784-820597391	39016	20050411	中村メイコ　／メイコめい伝／人間の記録１６６	人間の記録１６６	中村　メイコ	281	ﾆﾄ	166	日本図書センター	2005
9784-820597346	39017	20050411	山野愛子　／愛チャンはいつも愛子／人間の記録／１６１	人間の記録１６３	山野　愛子	281	ﾆﾄ	161	日本図書センター	2004
9784-820597360	39018	20050411	井上光貞　／わたくしの古代史学／人間の記録１６３	人間の記録１６３	井上　光貞	281	ﾆﾄ	163	日本図書センター	2004
9784-820597384	39019	20050411	萱野茂　／アイヌの里　二風谷に生きて／人間の記録１６５	人間の記録１６５	萱野　茂	281	ﾆﾄ	165	日本図書センター	2005
9784-820597377	39020	20050411	塚本幸一　／わが青春譜／人間の記録１６４	人間の記録１６４	塚本　幸一	281	ﾆﾄ	164	日本図書センター	2005
9784-652010129	39021	20050411	太陽の子		灰谷　健次郎	913.6	ﾊｲ		理論社	1978
9784-658075818	39023	20050414	これだけは知っておきたい　介護の禁句・介護の名句		星野　政明／増田　樹郎．共編	369	ﾎﾏ		黎明書房	2004
9784-654057863	39024	20050414	お年寄りの楽楽手工芸　／福祉実技シリーズ　６	福祉実技シリーズ　６	芸術教育研究所．監修／蒲生　美子／小松　節子．共著	369.26	ｹﾞ	6	黎明書房	2004
9781-486016709	39025	20050414	アレルギー読本　／メディカルサイエンスシリーズ\x87A	メディカルサイエンスシリーズ　２	大島　充一	493.14	ｵｼ		講談社	2005
9784-893592309	39026	20050414	日本もののけ奇譚		三澤　敏博	388	ﾐﾄ		白地社	2005
9784-876998531	39027	20050414	恐ろしい医師たち　／ナチ時代の医師の犯罪		ティル・バスチアン／山本　啓一．訳	490.234	ﾊﾞ		かもがわ出版	2005
9784-820519409	39028	20050414	ノーモア　ヒロシマ・ナガサキ　【原爆写真】	写真・絵	黒古　一夫／清水　博義．編	210.75	ｸｶ		日本図書センター	2005
9784-062574716	39029	20050415	「日本語から考える英語表現」の技術　／「言いたいこと」を明確に伝えるための５つま処方箋	ＢＬＵＥ　ＢＡＣＫＳ－１４７１	柳瀬　和明	837.8	ﾔﾅ		講談社	2005
9784-062574709	39030	20050415	高校数学でわかるシュレディンガー方程式 : 量子力学を学びたい人、ほんとうに理解したい人へ	ブルーバックス	竹内淳 著	421.3	ﾀｹ		講談社	2005
9784-062574723	39031	20050415	DNA. 上(二重らせんの発見からヒトゲノム計画まで)	ブルーバックス	ジェームス・D.ワトソン アンドリュー・ベリー 著、青木薫 訳	467.2	ﾜﾄ		講談社	2005
9784-062574730	39032	20050415	DNA. 下(ゲノム解読から遺伝病、人類の進化まで)	ブルーバックス	ジェームス・D.ワトソン アンドリュー・ベリー 著、青木薫 訳	467.2	ﾜﾄ		講談社	2005
9784-062573726	39033	20050415	数学にときめく　／あの日の授業に戻れたら	ＢＬＵＥ　ＢＡＣＫＳ　Ｂ－１３７２	新井　紀子	410	ｽｳ		講談社	2002
9784-005004966	39034	20050415	米をつくる　米でつくる	岩波ジュニア新書　４９６	西沢　江美子	616.2	ﾆｴ	Ij496	岩波書店	2005
9784-087461053	39035	20050418	となり町戦争	集英社文庫	三崎亜記 著	913.6	ﾐｻ		集英社	2006
9784-163669601	39036	20050425	山古志村のマリと三匹の子犬		桑原　眞二．著／大野　一興．絵	916	ｸｼ		文藝春秋	2005
9784-750320373	39037	20050425	「君が代」の起原　／「君が代」の本歌は挽歌だった		藤田　友治／歴史・哲学研究所．編	767.51	ﾌﾄ		明石書店	2005
9784-093861472	39038	20050425	さくら		西　加奈子	913.6	ﾆｼ		小学館	2005
9784-899980247	39039	20050425	風の子レラ		Akira 著	913.6	ｱｷ		青山出版社	2001
9784-163237701	39040	20050425	反自殺クラブ	池袋ウエストゲートパーク ; 5	石田衣良 著	913.6	ｲｼ		文藝春秋	2005
9784-840112055	39041	20050425	我道		J [著]	702.8	ｼﾞｪ		メディアファクトリー	2005
9784-005005024	39042	20050425	英語の発想がよくわかる表現５０	岩波ジュニア新書　５０２	行方　昭夫	830	ﾅﾒ		岩波書店	2005
9784-005005031	39043	20050425	ウイルスってなんだろう	岩波ジュニア新書 ; 503	岡田吉美 著	491.7	ｵｶ		岩波書店	2005
9784-005005048	39044	20050425	生きものたちのシグナル	岩波ジュニア新書　５０４	毎日新聞科学環境部	482.1	ﾏｲ		岩波書店	2005
9784-062574761	39045	20050425	宇宙のからくり : 一からわかる宇宙論	ブルーバックス ; B-1476	山田克哉 著	443.9	ﾔﾏ		講談社	2005
9784-062574754	39046	20050425	マニュアル不要のパソコン術　／パソコンをもっと快適に使うひと工夫	ＢＬＵＥ　ＢＡＣＫＳ　Ｂ－１４７５	朝日新聞ｂｅ編集部．編	007.6	ｱｻ		講談社	2005
9784-004309468	39047	20050425	難民キャンプの子どもたち : カラー版	岩波新書	田沼武能 著	369.3	ﾀﾇ		岩波書店	2005
9784-004309451	39048	20050425	Jポップとは何か : 巨大化する音楽産業	岩波新書　９４５	烏賀陽　弘道	767.8	ｳｶﾞ		岩波書店	2005
9784-062574778	39049	20050425	DNA複製の謎に迫る : 正確さといい加減さが共存する不思議ワールド	ブルーバックス ; B-1477	武村政春 著	464.2	ﾀｹ		講談社	2005
9784-062574747	39050	20050425	クイズ植物入門　／一粒のコメは実りになるか	ＢＬＵＥ　ＢＡＣＫＳ　Ｂ－１４７４	田中　修	471	ﾀﾅ		講談社	2005
9784-004309437	39051	20050425	日本の英語教育	岩波新書　９４３	山田　雄一郎	830.7	ﾔﾏ		岩波書店	2005
9784-004309444	39052	20050425	古代中国の文明観　／儒家・墨家・道家の論争	岩波新書　９４４	浅野　裕一	124	ｱｻ		岩波書店	2005
9784-087747379	39053	20050428	水滸伝. 16(馳驟の章)		北方謙三 著	913.6	ｷﾀ	16	集英社	2005
9784-022500137	39054	20050428	大震災　これなら生き残れる　／家族と自分を守る防災マニュアル		山村　武彦	369.31	ﾔﾀ		朝日新聞社	2005
9784-887243583	39055	20050428	星降る夜に		ジュディス・クラーク 著、柿沼摩貴子 訳	933.7	ｸﾗ		DHC	2004
9784-062128254	39056	20050428	青春とは : Youth		サムエル・ウルマン 原作詩、新井満 自由訳	931.7	ｳﾙ		講談社	2005
9784-882029212	39057	20050428	風に祈る		富樫　利一	389.11	ﾄﾄ		彩流社	2004
9784-061028814	39058	20050425	分解マニア！　図解で分かる身近な機械の仕組み		寿ファミリーハウス	530	ｺ		講談社	2005
9784-270000656	39060	20050510	殴り殺される覚悟で書いた親日宣言		チョ　ヨンナム	302.1	ﾁ		ランダムハウス講談社	2005
9784-805207598	39061	20050512	「クマの畑」をつくりました　／素人、クマ問題に挑戦中		板垣　悟	489.57	ｲｻ		地人書館	2005
9784-902943023	39062	20050510	Ｃｕｉ　Ｃｕｉ	写真集	川内　倫子	748	ｶﾘ		フォイル	2005
9784-898151402	39063	20050512	ＢＲＯＯＣＨ　／ブローチ	絵本	渡邉　良重	726.5	ﾜﾖ		リトルモア	2005
