ISBN	登録番号	受入日	書名	書名かな	副書名	副書名かな	叢書名等	叢書名等かな	著者名	著者名かな	媒体種別	分類記号	図書記号	巻冊記号	出版社	版年	頁数	判型	本体価格	TRCMARCNO	内容紹介	件名	財源	受入先	価格	保管場所	別置記号	備考	付記事項	注記	除籍フラグ	除籍年月日	除籍番号	除籍理由	不明図書フラグ	不明日	不明理由	未点検回数	帯出禁止フラグ	バーコード印刷済フラグ	背ラベル印刷済フラグ	任意項目
9784-039672308	34247	2000/5/26	すいがらとバラと	ｽｲｶﾞﾗ ﾄ ﾊﾞﾗ ﾄ			本の森 ; 3	ﾎﾝ ﾉ ﾓﾘ	ヴィヴェッカ・レルン 作、イェシカ・パルムグレン 絵、菱木晃子 訳	ｳﾞｨｳﾞｪｯｶ･ﾚﾙﾝ/ｲｪｼｶ･ﾊﾟﾙﾑｸﾞﾚﾝ/ﾋｼｷ ｱｷﾗｺ 1960-		949.8	ﾚﾙ		偕成社	1997	63p	22cm	1000		「わたしを明るくしてくれる太陽みたいな弟だった」と16歳の姉が10歳で病死した弟の思い出にひたって、弟が幼なかった頃からのさまざまな出来事を綴った詩集。(日本図書館協会)、10歳の弟ジミーの闘病生活と死、そして残された家族の喪失感を16歳の姉が淡々と語る。死を通して生きる勇気を与えてくれる一冊。(日本児童図書出版協会)				1000	一般書架				原ﾀｲﾄﾙ: Bland Fimpar och rosor	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-039672605	34250	2000/5/26	ゴールデンハート	ｺﾞｰﾙﾃﾞﾝ ﾊｰﾄ			本の森 ; 6	ﾎﾝ ﾉ ﾓﾘ	ウルフ・スタルク 作、マリアンネ・エンクヴィスト 絵、オスターグレン晴子 訳	ｳﾙﾌ･ｽﾀﾙｸ/ﾏﾘｱﾝﾈ･ｴﾝｸｳﾞｨｽﾄ/ｵｽﾀｰｸﾞﾚﾝ/		949.8	ｽﾀ		偕成社	1999	79p	22cm	1000		スウェーデンの夏を舞台に、少年と少女の初々しい出会い、心のときめきを、洗練された白黒のイラストを交えて描く。(日本図書館協会)、ピアノコンクールを目指す少年は、ゴールドのペンダントをした少女に心を奪われる……。短い夏に起きた思春期の二人の交流を描く。(日本児童図書出版協会)				1000	一般書架				原ﾀｲﾄﾙ: Guldhjartat	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-872080674	34260	2000/5/29	この子達を救いたい	ｺﾉｺﾀﾁｦｽｸｲﾀｲ					濱井　千恵	ﾊﾏｲﾁｴ		489.56	ﾊﾁ		エフエー出版	2000	256	20	1600						1600	一般書架			２０００．０５．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-488016289	34269	2000/5/30	ジョン・ランプリエールの辞書	ｼﾞｮﾝ ﾗﾝﾌﾟﾘｴｰﾙ ﾉ ｼﾞｼｮ			海外文学セレクション	ｶｲｶﾞｲ ﾌﾞﾝｶﾞｸ ｾﾚｸｼｮﾝ	ローレンス・ノーフォーク 著、青木純子 訳	ﾛｰﾚﾝｽ･ﾉｰﾌｫｰｸ/ｱｵｷ ｼﾞｭﾝｺ 1954-		933.7	ﾉｰ		東京創元社	2000	603p	20cm	5000						5000	一般書架				原ﾀｲﾄﾙ: Lempriere's dictionary	FALSE				FALSE				FALSE	FALSE	TRUE	
	34293	2000/6/6	配色イメージブック	ﾊｲｼｮｸｲﾒｰｼﾞﾌﾞｯｸ					小林　重順／日本カラーデザイン研究所	ｺﾊﾞﾔｼｼｹﾞﾉﾌﾞ/ﾆﾎﾝｶﾗｰﾃﾞｻﾞｲﾝｹﾝｷｭｳｼｮ		757.3	ｲ		講談社	1999	127	18	1400						1400	一般書架			２０００．０６．０６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062720106	34294	2000/6/6	電子レンジ（新）レシピ２００春夏秋冬	ﾃﾞﾝｼﾚﾝｼﾞ(ｼﾝ)ﾚｼﾋﾟ200ｼｭﾝｶｼｭｳﾄｳ			講談社α新書	ｺｳﾀﾞﾝｼｬｱﾙﾌｧｰｼﾝｼｮ	伊藤　玲子	ｲﾄｳﾚｲｺ		596	ｲﾄ		講談社	2000	222	18	680						680	一般書架			２０００．０６．０６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-877283391	34295	2000/6/6	喜びは悲しみのあとに	ﾖﾛｺﾋﾞ ﾜ ｶﾅｼﾐ ﾉ ｱﾄ ﾆ					上原隆 著	ｳｴﾊﾗ ﾀｶｼ 1949-		913.6	ｳｴ		幻冬舎	1999	245p	20cm	1500						1500	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-805819005	34330	2000/6/16	プレゼント	ﾌﾟﾚｾﾞﾝﾄ					おとたけひろただ ぶん、さわだとしき え	ｵﾄﾀｹ ﾋﾛﾀﾀﾞ 1976-､ｻﾜﾀﾞ ﾄｼｷ 1959-2010		913.6	オト		中央法規出版	2000	69p	22cm	1200		著者は1976年東京都生まれ、両手両足のない状態で生まれたため、幼少時より電動車椅子を使用している。著者と出会ったすべての人へのプレゼント。分身ユウタの物語。(日本図書館協会)				1200	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-105389017	34334	2000/6/16	黄金の羅針盤	ｵｳｺﾞﾝ ﾉ ﾗｼﾝﾊﾞﾝ			ライラの冒険シリーズ ; 1	ﾗｲﾗ ﾉ ﾎﾞｳｹﾝ ｼﾘｰｽﾞ	フィリップ・プルマン 著、大久保寛 訳	ﾌｨﾘｯﾌﾟ･ﾌﾟﾙﾏﾝ/ｵｵｸﾎﾞ ｶﾝ 1954-		933.7	ﾌﾟﾙ		新潮社	1999	525p	20cm	2400						2400	一般書架				原ﾀｲﾄﾙ: The golden compass	FALSE				FALSE				FALSE	FALSE	TRUE	
	34337	2000/6/16	グッドモーニング路上動物　--アジア旅游写真館--	ｸﾞｯﾄﾞﾓｰﾆﾝｸﾞﾛｼﾞｮｳﾄﾞｳﾌﾞﾂ--ｱｼﾞｱﾘｮﾕｳｼｬｼﾝｶﾝ--					日比野　宏	ﾋﾋﾞﾉﾋﾛｼ		748	ﾋ		凱風社	2000	157	20	1400						1400	一般書架			２０００．０６．２３		FALSE				FALSE				FALSE	TRUE	TRUE	
	34345	2000/6/16	リアル・ラヴ　--ショーンのために描いた絵--	ﾘｱﾙﾗｳﾞ--ｼｮｰﾝﾉﾀﾒﾆｶｲﾀｴ--			画集		ジョン・レノン．絵／オノ・ヨーコ．序文	ｼﾞｮﾝ･ﾚﾉﾝ.ｴ/ｵﾉ･ﾖｰｺ.ｼﾞｮﾌﾞﾝ		726.5	ﾚ		徳間書店	2000	41	18	1300						1300	一般書架			２０００．０６．２３		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-582760194	34348	2000/6/26	列仙伝／神仙伝	ﾚﾂｾﾝﾃﾞﾝ/ｼﾝｾﾝﾃﾞﾝ			平凡社ライブラリー	ﾍｲﾎﾞﾝｼｬﾗｲﾌﾞﾗﾘｰ	劉　向／葛　洪／沢田　瑞穂．訳	ﾘｭｳｷｮｳ/ｶﾂｺｳ/ｻﾜﾀﾞﾐｽﾞﾎ.ﾔｸ		125	ﾘｭ		平凡社	1999	462	16	1456						1456	文庫書架			２０００．０６．２６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-105389024	34352	2000/6/26	神秘の短剣	ｼﾝﾋﾟ ﾉ ﾀﾝｹﾝ			ライラの冒険シリーズ ; 2	ﾗｲﾗ ﾉ ﾎﾞｳｹﾝ ｼﾘｰｽﾞ	フィリップ・プルマン 著、大久保寛 訳	ﾌｨﾘｯﾌﾟ･ﾌﾟﾙﾏﾝ/ｵｵｸﾎﾞ ｶﾝ 1954-		933.7	ﾌﾟﾙ		新潮社	2000	421p	20cm	2100						2100	一般書架				原ﾀｲﾄﾙ: The subtle knife	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-105900182	34353	2000/6/26	朗読者	ﾛｳﾄﾞｸｼｬ			Crest books		ベルンハルト・シュリンク 著、松永美穂 訳	ﾍﾞﾙﾝﾊﾙﾄ･ｼｭﾘﾝｸ/ﾏﾂﾅｶﾞ ﾐﾎ 1958-		943.7	ｼｭ		新潮社	2000	213p	20cm	1800						1800	一般書架				原ﾀｲﾄﾙ: Der vorleser	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-062100083	34355	2000/6/26	聖の青春	ｻﾄｼﾉｾｲｼｭﾝ					大崎　善生	ｵｵｻｷﾖｼｵ		796.04	ｵ		講談社	2000	333	20	1700						1700	一般書架			２０００．０６．２６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-327451288	34362	2000/6/26	イラストでわかる　英文法図鑑	ｲﾗｽﾄﾃﾞﾜｶﾙｴｲﾌﾞﾝﾎﾟｳｽﾞｶﾝ					宮崎　尊	ﾐﾔｻﾞｷｿﾝ		835	ﾐ		研究社	1999	157	21	1800						1800	一般書架			２０００．０６．２６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-106005787	34369	2000/6/28	生物学の旅　／始まりは昆虫採集！	ｾｲﾌﾞﾂｶﾞｸﾉﾀﾋﾞ/ﾊｼﾞﾏﾘﾊｺﾝﾁｭｳｻｲｼｭｳ!			新潮選書	ｼﾝﾁｮｳｾﾝｼｮ	岡田　節人	ｵｶﾀﾞﾄｷﾝﾄﾞ		460.4	ｵﾄ		新潮社	2000	207	19	1100						1100	一般書架			２０００．０６．２８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-338133043	34370	2000/6/28	風、つめたい風	ｶｾﾞ ﾂﾒﾀｲ ｶｾﾞ			ショート・ストーリーズ	ｼｮｰﾄ ｽﾄｰﾘｰｽﾞ	レズリー・ノリス 著、きたむらさとし 訳・絵	ﾚｽﾞﾘｰ･ﾉﾘｽ/･/ｷﾀﾑﾗ ｻﾄｼ 1956-		933.7	ｽﾄ		小峰書店	1999	63p	19cm	1200		いつもいっしょに遊んでいたモルドウィンが車に轢かれ死んだ。イノックさんの葉巻を買いに行った帰り道での事故だった。悲しい気持ちを描いた表題作と他1編。(日本図書館協会)、親友の突然の事故死。ゆれうごく少年たちの心模様を、ウェールズの町を舞台につづる、珠玉の2短編。生と死を静かに語る。(日本児童図書出版協会)				1200	一般書架				原ﾀｲﾄﾙ: The kingfisher and the wind the cold wind	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-560046746	34374	2000/6/28	片目のオオカミ	ｶﾀﾒ ﾉ ｵｵｶﾐ					ダニエル・ペナック [著]、末松氷海子 訳	ﾀﾞﾆｴﾙ･ﾍﾟﾅｯｸ/ｽｴﾏﾂ ﾋﾐｺ 1937-		953.7	ﾍﾞﾅ		白水社	1999	169p	20cm	1500		オオカミと少年が片目でみつめ合いながら、目の中の映像を通して互いを知り心を分かち合う、人間と動物との愛と友情の物語。オオカミと少年の出会い、ほかの世界、等4章。(日本図書館協会)				1500	一般書架				原ﾀｲﾄﾙ: L'?il du loup	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-198611224	34375	2000/6/28	イスカンダルと伝説の庭園	ｲｽｶﾝﾀﾞﾙ ﾄ ﾃﾞﾝｾﾂ ﾉ ﾃｲｴﾝ					ジョアン・マヌエル・ジズベルト 作、宇野和美 訳	ｼﾞｮｱﾝ･ﾏﾇｴﾙ･ｼﾞｽﾞﾍﾞﾙﾄ/ｳﾉ ｶｽﾞﾐ 1960-		963	ｼﾞｽﾞ		徳間書店	1999	188p	19cm	1300		昔、アラビアを治めていたアルイクシール王は有名な建築士のイスカンダルに、この世で一番美しい庭園を造るよう命じた。長編ファンタジー。(日本図書館協会)、世界一美しい庭園を作るよう、王の命をうけた天才建築士イスカンダル。庭園が完成したとき、王の野心がむきだしとなり……。(日本児童図書出版協会)				1300	一般書架				原ﾀｲﾄﾙ: El arquitecto y el emperador de Arabia	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-062098205	34386	2000/6/28	エディスの真実 : ナチ占領下を生きぬいた少女	ｴﾃﾞｨｽ ﾉ ｼﾝｼﾞﾂ : ﾅﾁ ｾﾝﾘｮｳｶ ｵ ｲｷﾇｲﾀ ｼｮｳｼﾞｮ					エディス・フェルマンス 著、樋口真理 訳	ｴﾃﾞｨｽ･ﾌｪﾙﾏﾝｽ/ﾋｸﾞﾁ ﾏﾘ 1964-		936	ﾌｪ		講談社	1999	334p	20cm	2000			Velmans  Edith  1925-			2000	一般書架				原ﾀｲﾄﾙ: Edith's story	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-072265147	34401	2000/7/4	話を聞かない男、地図が読めない女 : 男脳・女脳が「謎」を解く	ﾊﾅｼ ｵ ｷｶﾅｲ ｵﾄｺ ﾁｽﾞ ｶﾞ ﾖﾒﾅｲ ｵﾝﾅ : ｵﾄｺﾉｳ ｵﾝﾅﾉｳ ｶﾞ ﾅｿﾞ ｵ ﾄｸ					アラン・ピーズ バーバラ・ピーズ 著、藤井留美 訳	ｱﾗﾝ･ﾋﾟｰｽﾞ/ﾊﾞｰﾊﾞﾗ･ﾋﾟｰｽﾞ/ﾌｼﾞｲ ﾙﾐ 1964-		936	ﾋﾟｰ		主婦の友社、角川書店	2000	284p	20cm	1600			脳、性			1600	一般書架				原ﾀｲﾄﾙ: Why men don't listen and women can't read maps	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-635171526	34417	2000/7/12	自然のしごとがわかる本	ｼｾﾞﾝﾉｼｺﾞﾄｶﾞﾜｶﾙﾎﾝ					永田　さち子／沼澤　将夫	ﾅｶﾞﾀｻﾁｺ/ﾇﾏｻﾜﾏｻｵ		366	ﾅｻ		山と渓谷社	2000	211	21	1600						1600	別置　キャリア教育			２０００．０７．１２		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062572934	34434	2000/7/17	宇宙300の大疑問 : 何から何まで、だれもが知りたい宇宙の謎	ｳﾁｭｳ 300 ﾉ ﾀﾞｲｷﾞﾓﾝ : ﾅﾆ ｶﾗ ﾅﾆ ﾏﾃﾞ ﾀﾞﾚ ﾓｶﾞ ｼﾘﾀｲ ｳﾁｭｳ ﾉ ﾅｿﾞ			ブルーバックス	ﾌﾞﾙｰ ﾊﾞｯｸｽ	ステン・F.オデンワルド 著、塩原通緒 訳、加藤賢一 監修	ｽﾃﾝ･/ｵﾃﾞﾝﾜﾙﾄﾞ/ｼｵﾊﾞﾗ ﾐﾁｵ 1966-､ｶﾄｳ ｹﾝｲﾁ 1951-		440.4	ｵﾃﾞ		講談社	2000	369 13p	18cm	1200			宇宙			1200	新書書架				原ﾀｲﾄﾙ: The astronomy cafe	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-121015402	34438	2000/7/17	快適都市空間をつくる	ｶｲﾃｷﾄｼｸｳｶﾝｦﾂｸﾙ			中公新書１５４０	1540	青木　仁	ｱｵｷﾋﾄｼ		518.8	ｱｵ		中央公論社	2000	213	18	740						740	新書書架			２０００．０７．１７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-750313092	34449	2000/8/22	「三国人」発言と在日外国人　／石原都知事発言が意味するもの	｢ｻﾝｺﾞｸｼﾞﾝ｣ﾊﾂｹﾞﾝﾄｻﾞｲﾆﾁｶﾞｲｺｸｼﾞﾝ/ｲｼﾊﾗﾄﾁｼﾞﾊﾂｹﾞﾝｶﾞｲﾐｲﾐｽﾙﾓﾉ			明石ブックレット　１０		内海　愛子／岡本　雅享／他．共著	ｳﾂﾐｱｲｺ/ｵｶﾓﾄﾏｻﾀｶ/ﾀ.ｷｮｳﾁｮ		316.1	ｳｱ		明石書店	2000	141	21	1000						1000	一般書架			２０００．０８．２２		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-087744576	34452	2000/8/22	薔薇の木枇杷の木檸檬の木	ﾊﾞﾗ ﾉ ｷ ﾋﾞﾜ ﾉ ｷ ﾚﾓﾝ ﾉ ｷ					江國香織 著	ｴｸﾆ ｶｵﾘ 1964-		913.6	ｴｸ		集英社	2000	356p	20cm	1600						1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-163817200	34460	2000/8/22	陰陽師. 酔月ノ巻	ｵﾝﾐｮｳｼﾞ					夢枕獏 著	ﾕﾒﾏｸﾗ ﾊﾞｸ 1951-		913.6	ﾕﾒ		文藝春秋	2012	283p	20cm	1400		銅酒を飲む女、桜闇、女の首。、首大臣、道満、酒を馳走されて死人と添い寝する語、めなし、新山月記、牛怪、望月の五位、夜叉婆あ				1400	一般書架				著作目録あり	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-004306825	34467	1989/10/26	オーストラリア　--多文化社会の選択--	ｵｰｽﾄﾗﾘｱ--ﾀﾌﾞﾝｶｼｬｶｲﾉｾﾝﾀｸ--			岩波新書Ｒ６８２		杉本　良夫	ｽｷﾞﾓﾄﾖｼｵ		302.7	ｽｷﾞ		岩波書店	2000	214	18	660						660	新書書架			１９８９．１０．２６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-163194004	34486	2000/9/4	クレイジー	ｸﾚｲｼﾞｰ					ベンヤミン・レーベルト 著、平野卿子 訳	ﾍﾞﾝﾔﾐﾝ･ﾚｰﾍﾞﾙﾄ/ﾋﾗﾉ ｷｮｳｺ 1945-		943.7	ﾚｰ		文藝春秋	2000	270p	20cm	1619						1619	一般書架				原ﾀｲﾄﾙ: Crazy	FALSE				FALSE				FALSE	FALSE	TRUE	
	34494	2000/9/4	クジラの海	ｸｼﾞﾗﾉｳﾐ			絵本		葉　祥明．絵・文	ﾖｳｼｮｳﾒｲ.ｴ･ﾌﾞﾝ		726.5	ﾖ		佼成出版社	2000	36	28	1600		N.D.C.９１３				1600	一般書架			２０００．０９．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
	34498	2000/9/8	奥入瀬渓流の四季　--新里源治写真集--	ｵｲﾗｾｹｲﾘｭｳﾉｼｷ--ﾆｲｻﾞﾄｹﾞﾝｼﾞｼｬｼﾝｼｭｳ--			写真集		新里　源治	ﾆｲｻﾞﾄｹﾞﾝｼﾞ		748	ﾆ		フォト民俗社	2000	78	21	2381						2381	一般書架			２０００．０９．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
	34501	2000/9/8	進化した、木の家。　--２１世紀の住まいのカタチ--	ｼﾝｶｼﾀ､ｷﾉｲｴ｡--21ｾｲｷﾉｽﾏｲﾉｶﾀﾁ--			写真・文集	ｼｬｼﾝﾌﾞﾝｼｭｳ	海象社	ｶｲｿﾞｳｼｬ		527	ｼ		海象社		170	29	1200						1200	一般書架			２０００．０９．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
	34502	2002/1/1	メディア・リテラシー　／世界の現場から	ﾒﾃﾞｨｱﾘﾃﾗｼｰ/ｾｶｲﾉｹﾞﾝﾊﾞｶﾗ			岩波新書６８０	680	菅谷　明子	ｽｶﾞﾔｱｷｺ		361	ｽ		岩波書店	2000	230	18	660						660	新書書架					FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062573009	34510	2000/9/13	世界の論争・ビッグバンはあったか : 決定的な証拠は見当たらない	ｾｶｲ ﾉ ﾛﾝｿｳ ﾋﾞｯｸﾞﾊﾞﾝ ﾜ ｱｯﾀｶ : ｹｯﾃｲﾃｷﾅ ｼｮｳｺ ﾜ ﾐｱﾀﾗﾅｲ			ブルーバックス	ﾌﾞﾙｰ ﾊﾞｯｸｽ	近藤陽次 著	ｺﾝﾄﾞｳ ﾖｳｼﾞ 1933-		443.9	ｺﾝ		講談社	2000	150 4p	18cm	750			ビッグバン			750	新書書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-915512391	34525	2000/9/28	ハリー・ポッターと秘密の部屋	ﾊﾘｰ ﾎﾟｯﾀｰ ﾄ ﾋﾐﾂ ﾉ ﾍﾔ					J.K.ローリング 作、松岡佑子 訳	ﾛｰﾘﾝｸﾞ/ﾏﾂｵｶ ﾕｳｺ		933.7	ﾛｰ		静山社	2000	509p	22cm	1900		魔法学校で一年間を過ごし、夏休みにダーズリー家に戻ったハリーは意地悪なおじ、おばに監禁されて餓死寸前…。ベストセラーのファンタジー・ミステリーの第2巻。(日本図書館協会)、秘密の部屋で何かが起こる、ホグワーツ校に仕掛けられた罠。ハリーには隠された力が…。(日本児童図書出版協会)				1900	一般書架				原ﾀｲﾄﾙ: Harry Potter and the chamber of secrets	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-163193809	34556	2000/10/6	希望の国のエクソダス	ｷﾎﾞｳ ﾉ ｸﾆ ﾉ ｴｸｿﾀﾞｽ					村上龍 著	ﾑﾗｶﾐ ﾘｭｳ 1952-		913.6	ﾑﾗ		文藝春秋	2000	422p	20cm	1571						1571	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-152082947	34564	2000/10/10	機械じかけの猫. 上	ｷｶｲｼﾞｶｹ ﾉ ﾈｺ					トリイ・ヘイデン 著、入江真佐子 訳	ﾄﾘｲ･ﾍｲﾃﾞﾝ/ｲﾘｴ ﾏｻｺ 1953-		933.7	ﾍｲ		早川書房	2000	343p	20cm	1500						1500	一般書架				原ﾀｲﾄﾙ: The mechanical cat	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-152082954	34565	2000/10/10	機械じかけの猫. 下	ｷｶｲｼﾞｶｹ ﾉ ﾈｺ					トリイ・ヘイデン 著、入江真佐子 訳	ﾄﾘｲ･ﾍｲﾃﾞﾝ/ｲﾘｴ ﾏｻｺ 1953-		933.7	ﾍｲ		早川書房	2000	345p	20cm	1500						1500	一般書架				原ﾀｲﾄﾙ: The mechanical cat	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-924684812	34572	2002/4/1	ふくろうめがね	ﾌｸﾛｳ ﾒｶﾞﾈ					くどうなおこ 詩、あべ弘士 絵	ｸﾄﾞｳ ﾅｵｺ 1935-､ｱﾍﾞ ﾋﾛｼ 1948-		911.5	ｸﾄﾞ		童話屋	1994	107p	16cm	1288						1288	文庫書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	34585	2000/10/10	わたしを束ねないで	ﾜﾀｼｦﾀﾊﾞﾈﾅｲﾃﾞ			童話屋の詩文庫		新川　和江	ｼﾝｶﾜｶｽﾞｴ		911.56	ﾄﾞ	19	童話屋	2000	157	16	1250						1250	一般書架			２０００．１０．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-334961008	34595	2000/10/17	わるガキ日記 : ボクはあぶない0歳児	ﾜﾙｶﾞｷ ﾆｯｷ : ﾎﾞｸ ﾜ ｱﾌﾞﾅｲ 0ｻｲｼﾞ					サイモン・ブレット 著、鈴木光司 訳	ｻｲﾓﾝ･ﾌﾞﾚｯﾄ/ｽｽﾞｷ ｺｳｼﾞ 1957-		933.7	ﾌﾞﾚ		光文社	2000	159p	22cm	1300						1300	一般書架				原ﾀｲﾄﾙ: How to be a little sod	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-315515794	34605	1994/7/4	レッドデータの行方　／消えゆく生物を守れるか	ﾚｯﾄﾞﾃﾞｰﾀﾉﾕｸｴ/ｷｴﾕｸｾｲﾌﾞﾂｦﾏﾓﾚﾙｶ					ビバリー・ピータースン・スターンズ／スティーブン・Ｃ・スターンズ．共著／大西　央士．他訳	ﾋﾞﾊﾞﾘｰ･ﾋﾟｰﾀｰｽﾝ･ｽﾀｰﾝｽﾞ/ｽﾃｨｰﾌﾞﾝ･C･ｽﾀｰﾝｽﾞ.ｷｮｳﾁｮ/ｵｵﾆｼﾋﾛｼ.ﾀﾔｸ		480.79	ﾋﾟ		ニュートンプレス	2000	252	22	2200						2200	一般書架			１９９４．０７．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-105900038	34615	2000/10/27	アンジェラの灰	ｱﾝｼﾞｪﾗ ﾉ ﾊｲ			Crest books		フランク・マコート 著、土屋政雄 訳	ﾌﾗﾝｸ･ﾏｺｰﾄ/ﾂﾁﾔ ﾏｻｵ 1944-		993	ﾏｺ		新潮社	1998	574p	20cm	2700			McCourt  Frank  1930-2009			2700	一般書架				原ﾀｲﾄﾙ: Angela's ashes	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-309203416	34619	2000/10/27	嘘をついた男	ｳｿ ｵ ﾂｲﾀ ｵﾄｺ					エマニュエル・カレール 著、田中千春 訳	ｴﾏﾆｭｴﾙ･ｶﾚｰﾙ/ﾀﾅｶ ﾁﾊﾙ 1941-		953.7	ｶﾚ		河出書房新社	2000	226p	20cm	1800			殺人--フランス、詐欺罪			1800	一般書架				原ﾀｲﾄﾙ: L'adversaire	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-878933622	34620	2000/10/27	孤独な殺人者	ｺﾄﾞｸﾅ ｻﾂｼﾞﾝｼｬ			モスクワ市警殺人課分析官アナスタシヤ ; 2	ﾓｽｸﾜ ｼｹｲ ｻﾂｼﾞﾝｶ ﾌﾞﾝｾｷｶﾝ ｱﾅｽﾀｼﾔ	アレクサンドラ・マリーニナ 著、吉岡ゆき 訳	ｱﾚｸｻﾝﾄﾞﾗ･ﾏﾘｰﾆﾅ/ﾖｼｵｶ ﾕｷ 1959-		983	ﾏﾘ		作品社	2000	325p	20cm	2200						2200	一般書架				原ﾀｲﾄﾙ: Убийца поневоле	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-794210050	34635	2000/11/6	銃・病原菌・鉄　〈上〉　／１万３０００年にわたる人類史の謎	ｼﾞｭｳﾋﾞｮｳｹﾞﾝｷﾝﾃﾂ｢ｼﾞｮｳ｣/1ﾏﾝ3000ﾈﾝﾆﾜﾀﾙｼﾞﾝﾙｲｼﾉﾅｿﾞ					ジャレド・ダイアモンド／倉骨　彰．訳	ｼﾞｬﾚﾄﾞ･ﾀﾞｲｱﾓﾝﾄﾞ/ｸﾗﾎﾈｱｷﾗ.ﾔｸ		204	ﾀﾞｲ	上	草思社	2000	317	20	1900						1900	西高100冊			２０００．１１．０６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-794210067	34636	2000/11/6	銃・病原菌・鉄　〈下〉　／１万３０００年にわたる人類史の謎	ｼﾞｭｳﾋﾞｮｳｹﾞﾝｷﾝﾃﾂ｢ｹﾞ｣/1ﾏﾝ3000ﾈﾝﾆﾜﾀﾙｼﾞﾝﾙｲｼﾉﾅｿﾞ					ジャレド・ダイアモンド／倉骨　彰．訳	ｼﾞｬﾚﾄﾞ･ﾀﾞｲｱﾓﾝﾄﾞ/ｸﾗﾎﾈｱｷﾗ.ﾔｸ		204	ﾀﾞｲ	下	草思社	2000	349	20	1900						1900	西高100冊			２０００．１１．０６		FALSE				FALSE				FALSE	TRUE	TRUE	
	34639	2000/11/6	森は生きている　--世界の名作１２--	ﾓﾘﾊｲｷﾃｲﾙ--ｾｶｲﾉﾒｲｻｸ12--			絵本		マルシャーク．作／宮川　やすえ．文／宝永　たかこ．絵	ﾏﾙｼｬｰｸ.ｻｸ/ﾐﾔｶﾞﾜﾔｽｴ.ﾌﾞﾝ/ﾎｳｴｲﾀｶｺ.ｴ		982	ﾏ		小学館	1998	103	27	1600						1600	一般書架			２０００．１１．０６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-794205704	34645	2000/1/10	魂の殺害者　／教育における愛という名の迫害／	ﾀﾏｼｲﾉｻﾂｶﾞｲｼｬ/ｷｮｳｲｸﾆｵｹﾙｱｲﾄｲｳﾅﾉﾊｸｶﾞｲ/					モートン・シャッツマン／岸田　秀．訳	ﾓｰﾄﾝ･ｼｬｯﾂﾏﾝ/ｷｼﾀﾞﾋﾃﾞ.ﾔｸ		141.1	ｼ		草思社	1999	236	20	2200						2200	一般書架			２０００．０１．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-883980239	34655	2000/1/1	水は語る	ﾐｽﾞﾊｶﾀﾙ					江本　勝	ｴﾓﾄﾏｻﾙ		435.44	ｴﾏ		成星出版	2000	173	21	1600						1600	一般書架			２０００．０１．０１		FALSE				FALSE				FALSE	TRUE	TRUE	
